artifact_role	candidate_id	selection_status	cohort	pair_population	benchmark	pregrouper	scope	requested_scope	resolved_scope	contrast	requested_contrast	resolved_source_contrast	resolved_target_contrast	readout_contrast	availability_status	unavailable_reason	api_infinity_policy	aggregation	model_s	model_t	metric	statistic	n_observations	n_prompts	f_point	f_lo	f_hi
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	llama3.3-70b-instruct	F_pred	spearman	795	795	0.2265564339275919	0.15637869831558945	0.2946566094900992
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	795	795	0.03895260236561236	0.01704462628910336	0.06888793930129199
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	394	394	0.014117455938499135	-0.07597813940735985	0.11381476467848768
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	394	394	1.7028969595101802e-05	1.468752713546767e-06	0.012785056892534773
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	gpt-4o	F_pred	spearman	558	558	0.04762643795041625	-0.03188390989304416	0.12829940551267274
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	gpt-4o	F_pred	pearson_r2	558	558	0.0010737036945955344	2.9151155238790126e-06	0.012230930843268765
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	gpt-4-1	F_pred	spearman	330	330	-0.10229195712557351	-0.21193147919591426	0.008237767371290878
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	gpt-4-1	F_pred	pearson_r2	330	330	0.012470959360013576	0.00012926614327210775	0.05221816418250674
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	854	854	0.22429397152867178	0.15604447890425893	0.28535844822467654
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-0.5b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	854	854	0.03308716644285031	0.013445814484243064	0.05706533729912678
analysis	not_applicable	not_applicable	paper	open_open	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_pred	spearman	1000	1000	0.5864623184623184	0.5419386664599205	0.6279097229229536
analysis	not_applicable	not_applicable	paper	open_open	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_pred	pearson_r2	1000	1000	0.36176378087931177	0.318196157986759	0.4098021565758681
analysis	not_applicable	not_applicable	paper	open_open	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_pred	spearman	1000	1000	0.6996773316773317	0.6612254579802352	0.7350711539395758
analysis	not_applicable	not_applicable	paper	open_open	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r2	1000	1000	0.48926022933944047	0.4347531285646807	0.5395565839786719
analysis	not_applicable	not_applicable	paper	open_open	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred	spearman	1000	1000	0.6936366336366336	0.6533361514279017	0.7293069158531257
analysis	not_applicable	not_applicable	paper	open_open	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	1000	1000	0.4776158373133665	0.42093520860170774	0.5315272529282843
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama3.1-70b-instruct	F_pred	spearman	978	978	0.6228378911818421	0.580699937839323	0.6589774184702624
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	978	978	0.43695598485336895	0.3853132824371963	0.4861610292830521
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama3.3-70b-instruct	F_pred	spearman	795	795	0.5653643982156445	0.5105559894284873	0.6160779040656147
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	795	795	0.33310709548171963	0.2765076513806687	0.39551328915919287
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	394	394	0.32925142560211224	0.22873235810393425	0.41825095042030414
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	394	394	0.12257225294058194	0.06517604454370388	0.18906064874952022
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	gpt-4o	F_pred	spearman	558	558	0.49187231040718915	0.4251913568029451	0.5538299904235884
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	gpt-4o	F_pred	pearson_r2	558	558	0.238255052733053	0.17711844689406664	0.3019123032352083
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	gpt-4-1	F_pred	spearman	330	330	0.27536944369381927	0.17485676963074823	0.3622274237185038
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	gpt-4-1	F_pred	pearson_r2	330	330	0.08788817030924326	0.03705170761406207	0.1477321562550233
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	854	854	0.6446687028720496	0.5991643233535248	0.6868127434451772
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-3b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	854	854	0.427639480691584	0.36788214778247263	0.4864822440709132
analysis	not_applicable	not_applicable	paper	open_open	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred	spearman	1000	1000	0.6237648477648478	0.5808023569052729	0.6613744789352008
analysis	not_applicable	not_applicable	paper	open_open	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r2	1000	1000	0.402214066801709	0.3533266528763144	0.45022295765257714
analysis	not_applicable	not_applicable	paper	open_open	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred	spearman	1000	1000	0.5643478683478683	0.5244866980983449	0.6070777161611018
analysis	not_applicable	not_applicable	paper	open_open	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	1000	1000	0.34672603846632205	0.3054606654591487	0.3898197308776083
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_pred	spearman	978	978	0.6655377609312095	0.6290689365491231	0.6978251650516131
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	978	978	0.4324794762478493	0.3877226632615982	0.47313933944853315
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_pred	spearman	795	795	0.5838875665324337	0.5386862786239922	0.6311934868085954
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	795	795	0.34333032705417227	0.29505492272331224	0.3981774362319717
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	394	394	0.3190416532148199	0.23024354367001248	0.401772998472005
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	394	394	0.10360529881197826	0.05606503589347985	0.1603664827041319
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_pred	spearman	558	558	0.41647383599950794	0.3402692195185433	0.4858899101944856
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_pred	pearson_r2	558	558	0.17963606205590701	0.12333436874370002	0.24075958635530312
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_pred	spearman	330	330	0.1862393081695646	0.08739936024746281	0.2837671134689601
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_pred	pearson_r2	330	330	0.04072138472593979	0.010864334991591238	0.09031516426893314
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	854	854	0.5822192268864269	0.5349614591774896	0.625485902217065
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	854	854	0.3493283457498385	0.3032382608557871	0.39753037220827997
analysis	not_applicable	not_applicable	paper	open_open	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred	spearman	1000	1000	0.7916184476184476	0.760096822790164	0.8170897055954315
analysis	not_applicable	not_applicable	paper	open_open	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	1000	1000	0.619839053076524	0.5695060067955032	0.6657113404472659
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_pred	spearman	978	978	0.7415474182052381	0.7060566936251258	0.7713548514674803
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	978	978	0.5852079890560091	0.5393485029046786	0.6300006927111557
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_pred	spearman	795	795	0.7190403770078994	0.6765305614415292	0.7567041311686441
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	795	795	0.5224139524832864	0.46473002920559725	0.5810468825320663
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	394	394	0.40952256786822294	0.3178221163145695	0.49495673467928764
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	394	394	0.20106413964624992	0.12814531002791463	0.27657928481408545
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_pred	spearman	558	558	0.586769621580167	0.5306841068046178	0.6373188787325834
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_pred	pearson_r2	558	558	0.3490523979903411	0.2866763456231712	0.4144501380360567
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_pred	spearman	330	330	0.3575708899214288	0.25123584591940135	0.45239773585723314
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_pred	pearson_r2	330	330	0.12705444771704627	0.061480833536809165	0.2057557248147324
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	854	854	0.7274963396807126	0.6930252086101326	0.7627020503084015
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	854	854	0.5394161017926377	0.4932490227945231	0.5903222431508498
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_pred	spearman	978	978	0.7950548394708956	0.7670961939284067	0.820119362651423
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	978	978	0.711411562065201	0.6795943531360188	0.7430174869141363
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_pred	spearman	795	795	0.7767031270690118	0.7451681377108714	0.8066687281719691
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	795	795	0.630461563919103	0.5869286749723862	0.6758905801206653
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	394	394	0.5607885920047494	0.47840354946009545	0.6310833382144002
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	394	394	0.33455203596513	0.2573387613143741	0.4142043278056375
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	gpt-4o	F_pred	spearman	558	558	0.7509428629653493	0.7086884935597847	0.7868018778672744
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	gpt-4o	F_pred	pearson_r2	558	558	0.5673928532324655	0.512623961819294	0.6233392688700642
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	gpt-4-1	F_pred	spearman	330	330	0.5454873152259798	0.45102417365433695	0.624785735789028
analysis	not_applicable	not_applicable	paper	open_hosted	anli_r1	sentence	all	all	prompt_level_full_dialog	entailment_neutral	entailment_neutral	entailment_minus_neutral	entailment_minus_neutral	not_applicable	available		drop	row_pooled	qwen2.5-14b-instruct	gpt-4-1	F_pred	pearson_r2	330	330	0.29921074892410354	0.2065487127831386	0.39295389375076395
