cohort	pair_population	benchmark	pregrouper	scope	requested_scope	resolved_scope	contrast	requested_contrast	resolved_source_contrast	resolved_target_contrast	readout_contrast	availability_status	unavailable_reason	api_infinity_policy	aggregation	model_s	model_t	metric	statistic	n_observations	expected_observations	observation_coverage	n_prompts	expected_prompts	prompt_coverage	f_point	f_lo	f_hi
recent_model_robustness	glimmer_open	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	muse-glimmer-30b	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.4669304087238557	0.44960464612027057	0.4844451699127168
recent_model_robustness	glimmer_open	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	muse-glimmer-30b	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	0.8545237146925194	0.8458089985449023	0.862541110394868
recent_model_robustness	glimmer_open	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	muse-glimmer-30b	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	0.8530929737301578	0.8421301653332482	0.8626709625875677
recent_model_robustness	glimmer_open	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	muse-glimmer-30b	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.7277676218277637	0.7091832158552778	0.7442011896930993
recent_model_robustness	glimmer_open	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	muse-glimmer-30b	F_attr	spearman	17706	17706	1.0	3270	3270	1.0	0.5160325217465807	0.5024996738708198	0.5294190697526993
recent_model_robustness	glimmer_open	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	muse-glimmer-30b	F_attr	pearson_r	17706	17706	1.0	3270	3270	1.0	0.7364323562949452	0.7249109661880849	0.7472602575518965
recent_model_robustness	glimmer_open	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	muse-glimmer-30b	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.542332615398125	0.5254959101149199	0.5583978959331448
recent_model_robustness	glimmer_open	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	muse-glimmer-30b	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	0.8803297228229722	0.8721953442755613	0.8873116228696973
recent_model_robustness	glimmer_open	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	muse-glimmer-30b	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	0.8819836483882725	0.8733815550465671	0.8901143428026884
recent_model_robustness	glimmer_open	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	muse-glimmer-30b	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.7778951560242878	0.7627953407417012	0.7923035432785387
recent_model_robustness	glimmer_open	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	muse-glimmer-30b	F_attr	spearman	17706	17706	1.0	3270	3270	1.0	0.5656365633003401	0.551660668530979	0.5797136211483114
recent_model_robustness	glimmer_open	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	muse-glimmer-30b	F_attr	pearson_r	17706	17706	1.0	3270	3270	1.0	0.7843009357077179	0.7745934121176467	0.7948629715674359
recent_model_robustness	glimmer_open	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	muse-glimmer-30b	F_attr	pearson_r2	17706	17706	1.0	3270	3270	1.0	0.6151279577520018	0.5999949541876591	0.6318071444087232
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama3.1-70b-instruct	muse-glimmer-30b	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	0.8870133671690896	0.8799031421155618	0.8935214445991483
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama3.1-70b-instruct	muse-glimmer-30b	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	0.8749167671012534	0.8671721491979996	0.8819307528052012
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama3.1-70b-instruct	muse-glimmer-30b	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.7654793493549089	0.7519875363561759	0.7778018527561729
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama3.1-70b-instruct	muse-glimmer-30b	F_attr	spearman	16425	17706	0.9276516435106743	3268	3270	0.999388379204893	0.5280303125856963	0.5122153291141349	0.5429563373396145
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama3.1-70b-instruct	muse-glimmer-30b	F_attr	pearson_r	16425	17706	0.9276516435106743	3268	3270	0.999388379204893	0.7723752410023885	0.7621246330788508	0.783362298112554
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama3.1-70b-instruct	muse-glimmer-30b	F_attr	pearson_r2	16425	17706	0.9276516435106743	3268	3270	0.999388379204893	0.5965635129134977	0.5808339564273605	0.6136564903121848
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama3.3-70b-instruct	muse-glimmer-30b	F_pred	spearman	3270	3270	1.0	3270	3270	1.0	0.8959124167656592	0.8890512697404779	0.9014796329107924
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama3.3-70b-instruct	muse-glimmer-30b	F_pred	pearson_r	3270	3270	1.0	3270	3270	1.0	0.8862782095370744	0.8785946099238752	0.8934601552108283
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama3.3-70b-instruct	muse-glimmer-30b	F_pred	pearson_r2	3270	3270	1.0	3270	3270	1.0	0.7854890647002423	0.7719284893990814	0.7982710489503133
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama3.3-70b-instruct	muse-glimmer-30b	F_attr	spearman	16757	17706	0.94640234948605	3270	3270	1.0	0.5381596345936301	0.5246298820836022	0.5525351356526417
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama3.3-70b-instruct	muse-glimmer-30b	F_attr	pearson_r	16757	17706	0.94640234948605	3270	3270	1.0	0.7627023132071572	0.750841019948907	0.7744782678001175
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama3.3-70b-instruct	muse-glimmer-30b	F_attr	pearson_r2	16757	17706	0.94640234948605	3270	3270	1.0	0.5817148185715485	0.5637622392264814	0.5998165873072314
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama4-maverick-17b-128e-instruct	muse-glimmer-30b	F_pred	spearman	3266	3270	0.998776758409786	3266	3270	0.998776758409786	0.8805015301416502	0.8735752206886835	0.8863564481368155
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama4-maverick-17b-128e-instruct	muse-glimmer-30b	F_pred	pearson_r	3266	3270	0.998776758409786	3266	3270	0.998776758409786	0.8935558919753185	0.8864895423081316	0.9003913430715297
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama4-maverick-17b-128e-instruct	muse-glimmer-30b	F_pred	pearson_r2	3266	3270	0.998776758409786	3266	3270	0.998776758409786	0.798442132083807	0.7858637088268354	0.8107045707161412
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama4-maverick-17b-128e-instruct	muse-glimmer-30b	F_attr	spearman	17539	17706	0.9905681689822659	3263	3270	0.9978593272171253	0.5926825333209511	0.579026605592766	0.6058686242740718
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama4-maverick-17b-128e-instruct	muse-glimmer-30b	F_attr	pearson_r	17539	17706	0.9905681689822659	3263	3270	0.9978593272171253	0.7977196070527754	0.7887001242329716	0.8066589503490093
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	llama4-maverick-17b-128e-instruct	muse-glimmer-30b	F_attr	pearson_r2	17539	17706	0.9905681689822659	3263	3270	0.9978593272171253	0.6363565714764344	0.6220478891862546	0.6506986622538031
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gpt-4o	muse-glimmer-30b	F_pred	spearman	3096	3270	0.9467889908256881	3096	3270	0.9467889908256881	0.8678979690891593	0.8602641323846713	0.8746650984180134
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gpt-4o	muse-glimmer-30b	F_pred	pearson_r	3096	3270	0.9467889908256881	3096	3270	0.9467889908256881	0.8605949549018538	0.8526378423315119	0.8685669185743123
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gpt-4o	muse-glimmer-30b	F_pred	pearson_r2	3096	3270	0.9467889908256881	3096	3270	0.9467889908256881	0.7406236764025237	0.7269912909179926	0.7544084922398675
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gpt-4o	muse-glimmer-30b	F_attr	spearman	16246	17706	0.9175420761323845	3096	3270	0.9467889908256881	0.5469091477593758	0.5317541570888047	0.5621918944352483
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gpt-4o	muse-glimmer-30b	F_attr	pearson_r	16246	17706	0.9175420761323845	3096	3270	0.9467889908256881	0.7464933484473074	0.7366996079122403	0.7560188849152167
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gpt-4o	muse-glimmer-30b	F_attr	pearson_r2	16246	17706	0.9175420761323845	3096	3270	0.9467889908256881	0.5572523192760731	0.5427263138682245	0.5715645548732028
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gpt-4-1	muse-glimmer-30b	F_pred	spearman	2734	3270	0.8360856269113149	2734	3270	0.8360856269113149	0.8449888096559061	0.8332241693745959	0.8549891344372444
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gpt-4-1	muse-glimmer-30b	F_pred	pearson_r	2734	3270	0.8360856269113149	2734	3270	0.8360856269113149	0.8117749167448881	0.7992918271940678	0.8238208905569455
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gpt-4-1	muse-glimmer-30b	F_pred	pearson_r2	2734	3270	0.8360856269113149	2734	3270	0.8360856269113149	0.65897851545617	0.6388674267987585	0.678680859737967
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gpt-4-1	muse-glimmer-30b	F_attr	spearman	14201	17706	0.8020445046876765	2734	3270	0.8360856269113149	0.5029849272183081	0.4865332409018586	0.5173502500050572
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gpt-4-1	muse-glimmer-30b	F_attr	pearson_r	14201	17706	0.8020445046876765	2734	3270	0.8360856269113149	0.6778161762345083	0.6645624204394851	0.6901956176884522
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gpt-4-1	muse-glimmer-30b	F_attr	pearson_r2	14201	17706	0.8020445046876765	2734	3270	0.8360856269113149	0.45943476876517003	0.44164321070696977	0.47636999076714154
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gemini-2-5-flash-lite-vertex	muse-glimmer-30b	F_pred	spearman	3267	3270	0.9990825688073395	3267	3270	0.9990825688073395	0.8737203278447824	0.8664102593439751	0.8802539313716919
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gemini-2-5-flash-lite-vertex	muse-glimmer-30b	F_pred	pearson_r	3267	3270	0.9990825688073395	3267	3270	0.9990825688073395	0.8572394685650907	0.8484266353810211	0.8659777742073772
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	prompt_level_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gemini-2-5-flash-lite-vertex	muse-glimmer-30b	F_pred	pearson_r2	3267	3270	0.9990825688073395	3267	3270	0.9990825688073395	0.7348595064657591	0.7198277558118714	0.7499175054348532
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gemini-2-5-flash-lite-vertex	muse-glimmer-30b	F_attr	spearman	17631	17706	0.9957641477465266	3267	3270	0.9990825688073395	0.552932627611019	0.5388204865944468	0.5675394341222603
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gemini-2-5-flash-lite-vertex	muse-glimmer-30b	F_attr	pearson_r	17631	17706	0.9957641477465266	3267	3270	0.9990825688073395	0.7475426023057431	0.7368502242480176	0.7586255520153399
recent_model_robustness	glimmer_hosted	boolq	sentence	user	user	user_segment_coordinates_from_full_dialog	canonical	canonical	true_minus_false	true_minus_false	not_applicable	available		pairwise_complete	row_pooled	gemini-2-5-flash-lite-vertex	muse-glimmer-30b	F_attr	pearson_r2	17631	17706	0.9957641477465266	3267	3270	0.9990825688073395	0.5588199422620423	0.5429482531018351	0.5755127281707203
